"Participant ID","Completed","Pre/Post","Score","Difference","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
2342,"09/17/2023 10:19:17 (MST)","Pre",-3,NA,"Logistics Specialties Inc. (8)","Montana","","","","","CSS",1,2,3,1,3,2,2,3,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1657,"07/19/2024 16:15:05 (MST)","Pre",41.44,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,1,2,3,2,3,3,3,2,3,3,NA,NA,NA,"",NA,"","No Help"
1625,"06/23/2023 14:21:27 (MST)","Pre",24.27,11.29,"Logistics Specialties Inc. (8)","Oklahoma","","sometimes","","","ISA",0,2,3,2,1,3,2,1,1,3,2,2,3,NA,3,"$ 13.50",NA,"","No Help"
1329,"08/09/2024 13:26:45 (MST)","Pre",53.67,23.66,"Logistics Specialties Inc. (8)","Utah","","","never","","JOBEX",0,3,3,3,1,0,2,3,1,1,NA,1,3,NA,NA,"",1,"","No Help"
2141,"07/22/2024 11:21:03 (MST)","Post",63.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","FL",0,3,3,2,1,1,3,1,3,0,1,2,NA,NA,NA,"",NA,"","No Help"
410,"09/11/2022 21:56:00 (MST)","Pre",59.5,43.67,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,1,2,1,2,3,1,1,3,NA,1,NA,NA,1,"",NA,"","No Help"
331,"07/01/2022 09:10:43 (MST)","Pre",15.52,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","FL",0,0,3,3,1,1,3,3,1,1,NA,NA,2,NA,NA,"2",NA,"","No Help"
331,"11/26/2024 10:26:23 (MST)","Post",57,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","often","CPSO",0,2,3,2,2,3,2,2,2,1,2,NA,NA,3,NA,"",NA,"","No Help"
2354,"02/04/2024 15:36:32 (MST)","Pre",56.26,13.66,"Community Options (82)","Utah","specialized","always","","","CSS",0,0,1,0,3,2,1,1,3,2,2,2,NA,2,NA,"",NA,"","No Help"
961,"04/26/2024 14:32:48 (MST)","Post",77.56,NA,"OU Northeast (54)","Montana","general","never","","","WSS",0,2,2,1,1,1,1,2,1,2,NA,NA,NA,2,NA,"",NA,"",""
2012,"08/09/2024 10:39:02 (MST)","Pre",58.9,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,2,2,3,1,2,2,1,1,1,NA,NA,NA,NA,"",NA,"","No Help"
21,"01/28/2025 11:52:09 (MST)","Pre",59.96,NA,"Roads to Independence (26)","Utah","","","never","","JOBEX",0,1,2,2,1,0,1,3,2,NA,3,2,3,NA,NA,"",NA,"","No Help"
1518,"10/15/2024 17:55:03 (MST)","Pre",83.67,63.67,"Logistics Specialties Inc. (8)","Utah","specialized","","","","JOBEX",0,1,2,1,3,2,1,0,0,2,NA,NA,3,NA,NA,"",NA,"",""
338,"05/06/2024 10:13:36 (MST)","Post",47,NA,"Logistics Specialties Inc. (8)","Utah","","rarely","","","JS",0,2,1,3,2,2,0,2,2,NA,2,NA,NA,10,NA,"3",NA,"","No Help"
1441,"01/16/2024 14:35:24 (MST)","Pre",72.56,-7.17,"Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,3,3,3,0,0,1,3,3,2,NA,NA,NA,2,"",NA,"","No Help"
2390,"05/04/2024 14:15:47 (MST)","Pre",97,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,2,3,3,3,2,3,0,3,3,3,1,2,1,"2",NA,"","With Help"
681,"06/02/2024 17:50:44 (MST)","Post",59.5,8.9,"Roads to Independence (26)","Utah","","","","","ISA",0,2,2,3,3,1,3,3,2,2,2,NA,NA,NA,NA,"",NA,"","No Help"
2214,"12/05/2023 09:47:18 (MST)","Pre",63.67,NA,"Columbus Community Center (9)","Utah","","","","","WSS",0,3,2,2,2,2,2,0,3,3,1,NA,NA,NA,NA,"",NA,"","No Help"
1140,"09/15/2024 16:24:04 (MST)","Post",33.36,NA,"Roads to Independence (26)","Montana","","","","","WBLE",0,1,1,2,3,1,0,2,3,3,NA,NA,NA,NA,1,"0",NA,"","With Help"
2305,"05/22/2022 00:14:00 (MST)","Pre",84.88,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","WSS",0,1,2,1,1,1,2,2,1,1,0,1,NA,1,NA,"2",NA,"","No Help"
1880,"11/05/2023 13:27:13 (MST)","Pre",97,NA,"Logistics Specialties Inc. (8)","Montana","","","never","","WSS",0,1,1,3,3,1,3,2,2,NA,2,NA,NA,3,NA,"",NA,"","No Help"
1320,"10/10/2022 07:36:15 (MST)","Pre",53.67,-10.14,"Logistics Specialties Inc. (8)","Demo","general","","rarely","","JOBEX",0,2,3,3,3,2,1,2,2,1,2,3,NA,3,NA,"",NA,"","With Help"
421,"04/12/2024 13:54:11 (MST)","Pre",59.22,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,2,3,1,2,1,2,2,2,0,NA,NA,2,NA,NA,"",NA,"","No Help"
1369,"03/11/2023 05:38:05 (MST)","Pre",85.89,26.16,"Columbus Community Center (9)","Utah","general","","","always","JOBEX",0,3,3,3,3,3,3,0,2,NA,NA,1,NA,NA,NA,"",NA,"","With Help"
961,"06/18/2024 12:11:04 (MST)","Pre",73.67,NA,"Logistics Specialties Inc. (8)","Colorado","","rarely","never","","ISA",0,2,2,1,3,2,2,3,2,3,3,NA,NA,NA,NA,"",NA,"","No Help"
2161,"06/18/2022 06:59:51 (MST)","Pre",83.11,NA,"A2Demo (21)","Utah","","","","","JS",0,2,2,1,1,1,2,2,1,NA,NA,NA,2,NA,3,"",NA,"","No Help"
2316,"03/28/2023 10:46:08 (MST)","Pre",87,NA,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","ISA",0,2,3,3,0,1,1,2,1,0,0,NA,NA,NA,3,"",NA,"","No Help"
2109,"09/16/2022 07:35:46 (MST)","Pre",28.11,NA,"OU Northeast (54)","Oklahoma","","","","","JOBEX",0,3,2,0,1,3,0,3,2,1,NA,NA,NA,NA,1,"",NA,"","No Help"
508,"09/03/2023 15:48:26 (MST)","Pre",97,NA,"Hamilton School Dist. #3 (170)","Utah","","often","never","","CPSO",0,2,2,3,1,2,1,1,1,2,2,NA,NA,NA,NA,"",NA,"",""
961,"08/27/2024 00:02:02 (MST)","Post",57,NA,"Logistics Specialties Inc. (8)","Utah","","","","rarely","JOBEX",0,2,1,3,0,3,2,2,1,3,3,3,3,0,NA,"",NA,"","No Help"
1096,"03/24/2024 20:46:48 (MST)","Post",80.33,27,"Logistics Specialties Inc. (8)","Utah","general","often","","","WSS",0,2,0,2,2,2,2,2,2,2,NA,3,0,3,3,"",NA,"","No Help"
1458,"04/26/2025 15:33:14 (MST)","Pre",43.67,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,2,3,3,3,1,1,3,2,3,NA,NA,NA,NA,3,"",NA,"","No Help"
2505,"11/11/2024 11:41:24 (MST)","Post",58.9,NA,"Logistics Specialties Inc. (8)","Utah","","","","never","FL",0,1,3,0,2,3,2,3,0,NA,3,NA,3,NA,3,"",NA,"","No Help"
1353,"04/26/2025 15:06:03 (MST)","Pre",84.5,NA,"Logistics Specialties Inc. (8)","Utah","specialized","often","","","ISA",0,2,1,2,2,3,3,3,2,3,3,NA,NA,NA,NA,"1",NA,"","No Help"
1346,"01/09/2024 17:14:25 (MST)","Pre",76.17,NA,"Turn Community Services (29)","Utah","","often","","sometimes","ISA",0,2,2,2,3,0,2,2,0,1,NA,2,2,NA,NA,"",NA,"","No Help"
858,"11/23/2024 12:20:38 (MST)","Post",77.95,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","always","ILOM",0,3,2,1,2,3,2,1,3,1,NA,NA,NA,NA,1,"",NA,"",""
2342,"02/16/2024 17:32:34 (MST)","Pre",80.33,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,1,2,2,2,3,2,1,3,NA,NA,1,3,NA,NA,"2",NA,"","No Help"
2388,"10/15/2024 18:18:48 (MST)","Post",17,-22.05,"Turn Community Services (29)","Montana","","","","","ISA",0,2,1,3,1,2,3,1,3,3,0,NA,NA,NA,NA,"",NA,"","No Help"
98,"02/05/2024 14:20:13 (MST)","Post",72,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,2,1,1,2,1,3,3,2,NA,1,NA,NA,NA,"",NA,"","No Help"
1441,"03/11/2023 06:37:42 (MST)","Pre",34.78,23.67,"Logistics Specialties Inc. (8)","Utah","specialized","","","always","CPSO",0,3,2,2,1,2,2,2,2,NA,0,NA,0,3,2,"",NA,"","No Help"
1134,"08/12/2023 10:51:31 (MST)","Post",43.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","CSS",0,2,1,1,2,2,1,3,2,2,NA,NA,0,NA,NA,"2",NA,"",""
1474,"12/23/2024 12:37:14 (MST)","Pre",97,33.67,"Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,3,0,3,1,0,3,2,2,1,1,NA,2,1,0,"",NA,"","With Help"
398,"07/01/2022 07:55:19 (MST)","Pre",75.79,NA,"Central Technology Center (Central Tech) (56)","Utah","","rarely","rarely","","ILOM",0,2,2,3,3,3,1,2,1,2,3,NA,0,1,NA,"",NA,"","No Help"
2012,"07/11/2023 17:20:47 (MST)","Pre",90.33,NA,"Turn Community Services (29)","Utah","specialized","","","","FL",0,3,3,3,3,3,2,1,0,2,3,NA,3,NA,NA,"",NA,"","No Help"
593,"01/27/2025 19:01:31 (MST)","Pre",68.11,NA,"Logistics Specialties Inc. (8)","Wyoming","","","","","FL",0,3,3,1,3,2,1,2,3,3,NA,NA,2,NA,NA,"",NA,"","No Help"
980,"04/29/2025 14:02:18 (MST)","Pre",43.67,NA,"Central Technology Center (Central Tech) (56)","Oklahoma","","","","","ISA",0,3,0,1,2,2,1,3,2,NA,3,3,0,NA,NA,"",NA,"","No Help"
1210,"08/22/2022 05:39:34 (MST)","Pre",55.33,NA,"Spectrum Academy (28)","Utah","","never","sometimes","","JS",0,3,1,3,3,1,3,2,3,NA,2,NA,2,2,NA,"",NA,"","With Help"
1984,"12/03/2024 11:20:39 (MST)","Post",72,5.89,"Logistics Specialties Inc. (8)","Utah","general","","","","FL",0,1,3,3,3,1,0,2,1,1,2,3,NA,NA,NA,"",NA,"",""
593,"07/01/2022 05:30:42 (MST)","Pre",30.33,63.66,"Central Technology Center (Central Tech) (56)","Utah","general","","","","ILOM",0,3,1,2,3,3,2,2,2,3,2,NA,3,NA,3,"$ 15.00",NA,"","No Help"
521,"01/22/2023 11:25:52 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","CSS",0,2,3,1,3,3,2,0,0,3,2,NA,3,NA,2,"1",NA,"","No Help"
521,"01/27/2024 16:03:42 (MST)","Post",80.33,NA,"Yellowstone Academy (214)","Utah","specialized","","","rarely","JOBEX",0,1,1,2,2,0,2,2,2,2,NA,2,NA,2,1,"",NA,"","With Help"
722,"08/13/2022 11:35:10 (MST)","Pre",56.26,NA,"Columbus Community Center (9)","Utah","","","sometimes","sometimes","ISA",0,3,3,2,1,2,3,1,3,1,1,NA,NA,2,3,"",NA,"","No Help"
262,"01/23/2023 11:37:48 (MST)","Post",52.56,NA,"Logistics Specialties Inc. (8)","Colorado","","","","","ISA",0,2,3,3,1,3,2,3,1,1,3,2,NA,1,NA,"2",NA,"","With Help"
88,"08/22/2023 16:10:47 (MST)","Pre",67.83,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,3,3,1,0,3,3,0,3,NA,3,NA,NA,NA,2,"",NA,"","No Help"
1140,"05/20/2024 16:32:34 (MST)","Post",77,0.0299999999999998,"Spectrum Academy (28)","Utah","","","","","WBLE",0,2,2,2,3,2,3,2,3,2,3,NA,NA,NA,NA,"",NA,"","No Help"
1626,"02/28/2025 11:01:39 (MST)","Post",52.56,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","CPSO",0,3,3,2,3,3,1,2,1,2,0,3,3,1,NA,"",NA,"","No Help"
2069,"07/09/2022 05:37:37 (MST)","Pre",48.52,NA,"Central Technology Center (Central Tech) (56)","Utah","specialized","often","","never","ISA",0,2,1,2,1,2,2,2,3,1,3,3,NA,NA,NA,"",NA,"",""
2073,"07/03/2023 14:56:38 (MST)","Post",40.33,-3,"Turn Community Services (29)","Utah","","","","always","WSS",0,2,2,3,1,1,3,2,2,2,3,NA,NA,NA,NA,"0",NA,"","No Help"
2121,"03/23/2024 13:19:25 (MST)","Pre",67.37,NA,"Community Options (82)","Utah","specialized","","","","ISA",0,1,1,1,1,2,3,0,NA,1,1,2,NA,NA,NA,"",NA,"","No Help"
2454,"01/31/2025 12:38:59 (MST)","Pre",43.67,23.19,"Central Technology Center (Central Tech) (56)","Utah","","","","","FL",0,1,2,1,2,2,1,3,1,2,NA,NA,3,3,NA,"",NA,"","No Help"
1702,"11/07/2023 15:01:03 (MST)","Post",23.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","rarely","JOBEX",1,0,2,1,3,3,1,2,2,NA,3,NA,NA,3,2,"",NA,"","No Help"
1800,"09/15/2024 15:16:41 (MST)","Post",27,NA,"Meta Mindful (83)","Utah","","sometimes","","","CPSO",0,3,0,1,2,2,3,1,3,0,3,1,NA,NA,1,"",NA,"","No Help"
1702,"01/23/2023 11:38:31 (MST)","Pre",60.64,30.33,"Logistics Specialties Inc. (8)","Utah","","rarely","","","ISA",0,2,0,3,1,1,2,3,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
2264,"02/16/2023 13:31:04 (MST)","Post",97,NA,"Boulder Valley RE2 (105)","Utah","","","rarely","","FL",0,1,1,3,3,2,3,2,3,3,NA,NA,1,NA,NA,"",NA,"","No Help"
1096,"09/27/2024 15:22:36 (MST)","Pre",17,16.05,"Logistics Specialties Inc. (8)","Utah","","","rarely","","CPSO",0,3,2,3,3,2,3,3,2,0,0,NA,NA,8,NA,"1",NA,"","No Help"
410,"04/03/2023 04:32:44 (MST)","Pre",51.17,NA,"Roads to Independence (26)","Utah","general","always","sometimes","","ILOM",0,2,2,2,1,3,1,3,2,1,NA,NA,NA,NA,3,"",NA,"","No Help"
98,"11/16/2024 17:22:53 (MST)","Pre",78.82,13.67,"Logistics Specialties Inc. (8)","Utah","","","sometimes","sometimes","CSS",0,3,0,1,3,3,3,3,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1535,"08/22/2023 16:12:24 (MST)","Post",54.14,6.09,"Logistics Specialties Inc. (8)","Montana","","often","rarely","","ISA",0,2,2,3,3,2,1,0,2,2,1,1,2,NA,1,"",1,"","No Help"
1393,"01/12/2024 13:08:42 (MST)","Pre",85.1,NA,"Columbus Community Center (9)","Utah","general","","","","ISA",0,3,2,1,3,2,1,1,2,1,3,NA,NA,NA,2,"",NA,"","No Help"
2533,"02/07/2025 09:51:42 (MST)","Pre",88.67,13.66,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","ILOM",0,1,1,3,2,2,1,3,2,0,2,1,NA,NA,NA,"3",NA,"","No Help"
1120,"05/24/2025 14:37:02 (MST)","Pre",80.33,16.05,"Yellowstone Academy (214)","Utah","","","","always","WSS",0,2,3,1,0,2,3,3,1,3,NA,NA,2,NA,NA,"",NA,"","No Help"
871,"11/26/2023 16:53:41 (MST)","Post",78.48,NA,"Missoula County Public Schools (185)","Oklahoma","","","","","ILOM",0,2,3,2,2,1,1,3,1,1,NA,0,NA,2,1,"",NA,"","No Help"
2305,"11/08/2024 14:14:32 (MST)","Pre",63.67,NA,"North Sanpete School District (24)","Utah","","never","never","","JS",0,3,3,3,3,1,2,3,1,NA,NA,1,NA,3,NA,"",NA,"","No Help"
2321,"04/27/2024 16:14:21 (MST)","Pre",57,NA,"Roads to Independence (26)","Oklahoma","","","","","FL",0,2,1,3,2,1,3,3,1,2,NA,2,NA,NA,NA,"",NA,"","No Help"
2454,"12/10/2022 04:07:00 (MST)","Pre",82.71,12.15,"Logistics Specialties Inc. (8)","Utah","specialized","","","","ILOM",1,3,2,1,3,3,1,2,2,3,0,2,NA,NA,1,"",NA,"","With Help"
1521,"10/13/2022 05:50:00 (MST)","Pre",97,15.52,"Turn Community Services (29)","Utah","","","rarely","always","CSS",0,2,3,3,1,3,0,2,1,2,1,NA,2,NA,NA,"",NA,"","No Help"
90,"02/26/2024 15:21:45 (MST)","Post",92.83,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,2,2,2,3,1,2,3,3,NA,NA,NA,NA,NA,NA,"",NA,"","With Help"
641,"07/02/2023 17:14:19 (MST)","Pre",43.67,6.09,"Meta Mindful (83)","Utah","","","","","ISA",0,1,2,3,3,1,1,2,2,1,2,2,2,NA,NA,"",NA,"",""
1374,"12/22/2024 10:41:21 (MST)","Pre",60.33,NA,"Pioneer Adult Rehabilitation Center (25)","Utah","","sometimes","","","CPSO",0,3,2,3,2,2,3,0,1,2,NA,NA,NA,2,0,"",NA,"","No Help"
593,"04/26/2025 13:05:08 (MST)","Post",90.94,NA,"Logistics Specialties Inc. (8)","Montana","general","sometimes","sometimes","","CSS",0,3,3,1,3,3,2,2,3,3,3,NA,NA,3,NA,"",NA,"","No Help"
2387,"07/01/2022 05:43:54 (MST)","Post",34.04,26.63,"Logistics Specialties Inc. (8)","Montana","specialized","","never","always","JS",0,0,1,2,1,2,2,3,1,3,NA,NA,NA,3,NA,"2",NA,"","No Help"
1972,"09/27/2024 15:19:54 (MST)","Pre",50.33,NA,"Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,2,3,2,1,3,3,2,1,2,NA,NA,NA,NA,"3",NA,"",""
956,"10/09/2023 11:57:26 (MST)","Pre",34.04,NA,"Yellowstone Academy (214)","Montana","","","","","ILOM",0,2,3,2,3,3,2,0,3,2,NA,3,2,NA,NA,"",NA,"","No Help"
1134,"02/21/2023 09:51:23 (MST)","Pre",61.44,NA,"Roads to Independence (26)","Utah","","often","","always","WBLE",0,2,1,0,3,1,2,2,2,3,NA,3,NA,NA,NA,"",NA,"",""
1169,"12/03/2024 11:20:09 (MST)","Post",83.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","rarely","","JS",0,2,3,2,1,1,0,2,3,NA,NA,NA,3,NA,NA,"",NA,"","No Help"
1134,"10/10/2022 15:29:11 (MST)","Pre",56.26,-0.62,"Columbus Community Center (9)","Utah","general","","","always","ILOM",0,1,2,2,1,3,2,2,2,2,NA,3,1,NA,NA,"",NA,"","No Help"
1374,"05/05/2025 11:54:45 (MST)","Pre",33.67,4.14,"Turn Community Services (29)","Utah","","","","","CSS",0,1,1,3,1,2,0,2,2,3,NA,NA,NA,3,NA,"",NA,"","No Help"
2164,"10/05/2024 15:19:01 (MST)","Pre",97,NA,"Columbus Community Center (9)","Utah","","","","","ILOM",0,3,1,3,3,3,1,1,2,0,2,NA,NA,NA,NA,"2",NA,"",""
717,"01/12/2024 13:07:05 (MST)","Post",42.83,24.27,"Logistics Specialties Inc. (8)","Utah","","","rarely","","WBLE",0,3,0,1,1,2,3,2,3,3,2,1,NA,3,NA,"",NA,"","No Help"
871,"06/02/2023 19:17:29 (MST)","Pre",65.89,14.78,"Turn Community Services (29)","Utah","","","","","CSS",0,3,2,3,2,1,3,2,3,NA,NA,3,NA,3,NA,"",NA,"","No Help"
2321,"10/17/2023 22:19:25 (MST)","Post",61.29,NA,"Logistics Specialties Inc. (8)","Utah","","","","","FL",0,0,0,1,1,3,1,3,1,2,1,NA,NA,NA,NA,"",NA,"",""
2390,"12/19/2023 09:32:16 (MST)","Pre",51.76,NA,"Columbus Community Center (9)","Utah","","","","","CPSO",0,2,3,2,2,2,0,3,2,1,0,NA,NA,NA,NA,"",NA,"","No Help"
1374,"09/06/2024 17:03:10 (MST)","Pre",80.33,-11.34,"Logistics Specialties Inc. (8)","Utah","general","","","rarely","ISA",0,2,1,0,3,3,3,2,2,2,1,NA,2,NA,1,"",NA,"","No Help"
2287,"10/07/2022 05:46:25 (MST)","Pre",76.17,0.33,"Central Technology Center (Central Tech) (56)","Utah","","always","never","never","ILOM",0,2,2,3,1,0,1,3,1,2,3,NA,2,NA,NA,"2",NA,"","No Help"
1369,"01/16/2024 14:37:16 (MST)","Post",35.1,NA,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,2,1,2,2,2,1,3,2,2,NA,2,NA,NA,NA,"",NA,"","No Help"
2207,"03/03/2023 06:55:36 (MST)","Pre",42.83,NA,"Southern Utah University (27)","Utah","specialized","always","sometimes","sometimes","CPSO",0,2,3,2,3,3,2,2,1,NA,2,NA,1,NA,2,"",NA,"",""
1441,"01/23/2023 11:36:54 (MST)","Post",54.78,0.33,"Turn Community Services (29)","Utah","","","","never","ISA",0,1,1,3,2,3,2,1,0,2,NA,NA,3,NA,NA,"",NA,"","No Help"
1702,"12/16/2024 10:59:40 (MST)","Pre",33.36,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","JS",0,3,3,2,1,3,3,0,2,2,0,1,3,NA,2,"",NA,"","No Help"
175,"02/20/2024 15:20:46 (MST)","Pre",50.33,33.37,"Logistics Specialties Inc. (8)","Utah","general","","","","CSS",0,3,2,2,1,1,1,2,1,1,NA,NA,NA,NA,2,"",NA,"","No Help"
1138,"03/16/2025 11:52:48 (MST)","Pre",93.97,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","ILOM",0,1,1,0,3,2,3,1,2,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
2287,"01/07/2025 19:00:21 (MST)","Post",23.67,NA,"Central Technology Center (Central Tech) (56)","Utah","","","sometimes","","ISA",0,1,1,3,3,1,2,2,3,NA,NA,1,NA,NA,0,"",NA,"","No Help"
248,"11/12/2023 10:31:56 (MST)","Pre",47,NA,"Southern Utah University (27)","Utah","","rarely","","","FL",0,3,1,3,3,3,3,3,2,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
1901,"01/16/2023 10:50:38 (MST)","Post",56.26,NA,"Columbus Community Center (9)","Utah","","","rarely","","WBLE",0,3,1,1,2,2,3,2,3,3,2,NA,NA,2,1,"",NA,"","No Help"
2305,"09/06/2022 04:43:30 (MST)","Post",76.17,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,3,1,2,2,3,1,2,2,0,NA,3,2,1,NA,"",NA,"","No Help"
871,"05/02/2025 12:41:33 (MST)","Pre",15.52,NA,"OU Northeast (54)","Utah","specialized","","sometimes","","JOBEX",0,3,2,2,2,1,2,2,2,2,2,NA,NA,NA,NA,"",NA,"","No Help"
1140,"09/28/2024 12:23:39 (MST)","Post",97,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","JOBEX",0,3,2,3,3,0,1,2,3,2,2,1,1,3,NA,"0",NA,"","No Help"
774,"03/31/2025 14:06:21 (MST)","Post",76.17,NA,"University of Oklahoma (50)","Utah","","","","always","CSS",0,3,3,3,3,3,3,2,1,1,3,1,3,NA,3,"",NA,"","No Help"
227,"04/26/2025 20:23:58 (MST)","Post",30.33,-29.67,"Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,3,2,1,2,3,1,2,NA,NA,3,3,1,NA,"",NA,"","No Help"
398,"07/15/2023 18:54:26 (MST)","Post",70.33,0.34,"Logistics Specialties Inc. (8)","Utah","","","","often","FL",0,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,"",NA,"","With Help"
871,"10/17/2022 06:20:00 (MST)","Pre",92.24,NA,"Community Options (82)","Utah","","","","","ILOM",0,2,2,2,0,0,1,1,2,1,1,NA,0,NA,2,"",NA,"","No Help"
1615,"05/23/2025 15:45:49 (MST)","Post",50.33,NA,"Logistics Specialties Inc. (8)","Oklahoma","general","","","always","ISA",0,3,2,3,2,2,2,3,3,NA,NA,NA,NA,NA,2,"",NA,"","No Help"
1625,"01/14/2025 14:44:24 (MST)","Post",72.56,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,1,3,1,3,2,0,3,3,3,0,NA,0,NA,3,"",NA,"","No Help"
2354,"01/13/2023 06:50:36 (MST)","Pre",54.14,1.44,"University of Oklahoma (50)","Demo","","","rarely","","JS",0,2,3,1,2,2,2,1,2,NA,NA,NA,3,NA,1,"",NA,"","No Help"
2305,"06/23/2024 11:19:12 (MST)","Pre",52.56,NA,"Community Options (82)","Utah","","","","","WBLE",0,3,3,2,2,3,0,2,1,3,NA,NA,1,NA,NA,"",NA,"","No Help"
398,"10/08/2024 17:25:16 (MST)","Post",45.15,NA,"A2Demo (21)","Utah","specialized","","rarely","","CPSO",0,3,2,2,2,1,2,2,0,2,NA,NA,NA,2,NA,"",NA,"","No Help"
177,"09/17/2023 10:18:14 (MST)","Pre",80.33,NA,"Logistics Specialties Inc. (8)","Utah","general","","sometimes","often","WSS",0,0,2,2,3,3,3,2,1,1,2,3,NA,3,3,"",NA,"","No Help"
1254,"12/08/2024 11:23:27 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","","","never","","CSS",0,1,1,3,3,1,1,3,2,NA,NA,2,NA,NA,NA,"",NA,"","No Help"
2439,"11/25/2024 14:38:37 (MST)","Post",48.85,NA,"Logistics Specialties Inc. (8)","Utah","","never","","","WBLE",0,1,3,1,3,3,3,0,2,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1441,"04/30/2024 12:46:35 (MST)","Pre",92.24,NA,"Columbus Community Center (9)","Utah","specialized","","","","CSS",0,3,2,1,3,3,1,1,2,3,0,NA,2,1,NA,"",NA,"","No Help"
2264,"07/14/2023 19:56:56 (MST)","Pre",59.5,NA,"OU Northeast (54)","Utah","","rarely","","","WBLE",0,3,2,3,3,1,3,1,3,NA,1,2,2,NA,1,"",NA,"","No Help"
722,"05/04/2024 14:16:16 (MST)","Pre",22.93,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,1,2,2,3,2,2,3,3,NA,NA,3,NA,NA,"",NA,"",""
177,"08/09/2022 07:57:35 (MST)","Pre",73.19,NA,"Turn Community Services (29)","Utah","","","","often","JS",0,2,3,3,3,1,3,1,3,2,NA,3,NA,NA,0,"2",NA,"","With Help"
1800,"01/15/2024 23:29:05 (MST)","Pre",58.9,NA,"A2Demo (21)","Utah","","","rarely","","ISA",0,1,2,2,3,2,2,3,2,1,3,1,NA,NA,NA,"",NA,"","No Help"
2126,"12/10/2023 11:03:20 (MST)","Post",67.83,3.67,"Columbus Community Center (9)","Utah","","often","","","CSS",0,2,2,3,1,2,0,2,2,2,1,2,3,NA,3,"",NA,"","No Help"
1362,"01/09/2023 02:32:00 (MST)","Pre",63.67,50.34,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","JS",0,1,2,3,3,2,2,2,3,2,3,1,NA,NA,NA,"",NA,"","No Help"
2161,"07/29/2023 19:09:31 (MST)","Pre",72,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","rarely","","JOBEX",0,2,3,0,2,1,2,2,2,3,1,NA,NA,NA,NA,"",NA,"","No Help"
398,"03/05/2025 04:04:24 (MST)","Pre",89.86,-10.14,"Turn Community Services (29)","Utah","","","","sometimes","JS",0,2,0,2,2,3,2,2,3,3,1,0,NA,NA,NA,"",NA,"","No Help"
2354,"01/23/2023 07:48:33 (MST)","Post",77,NA,"Roads to Independence (26)","Utah","","","","","WBLE",0,2,1,3,2,3,3,0,1,NA,NA,3,NA,NA,NA,"1",NA,"","No Help"
1231,"07/13/2024 14:19:41 (MST)","Pre",91.44,NA,"Roads to Independence (26)","Utah","","","","","ISA",0,3,3,0,2,3,2,1,0,3,3,NA,NA,NA,NA,"",NA,"","No Help"
