"Participant ID","Completed","Pre/Post","Score","Difference","Proctor","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
2554,"02/05/2024 09:26:10 (MST)","Post",63.33,7.15,"Jessy Katu","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,1,1,1,2,2,2,2,NA,0,NA,NA,3,1,"",NA,"","No Help"
262,"12/12/2023 14:09:21 (MST)","Pre",62.96,13.33,"Heather Hafen","Turn Community Services (29)","Utah","","always","","","CSS",0,1,2,0,3,1,3,2,2,2,NA,NA,3,3,NA,"",NA,"","No Help"
2397,"07/25/2024 14:44:36 (MST)","Post",77.78,NA,"Jennica Hammond","Logistics Specialties Inc. (8)","Utah","general","never","","","ISA",0,3,2,0,2,3,1,3,1,NA,3,NA,NA,NA,NA,"",NA,"",""
794,"06/27/2024 09:40:05 (MST)","Post",62.5,NA,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,1,2,2,1,2,0,1,3,2,1,2,2,NA,1,"2",NA,"","Observer"
2462,"04/05/2024 08:23:04 (MST)","Pre",88.89,NA,"Jordan Allen","Logistics Specialties Inc. (8)","Utah","specialized","","","","JS",0,3,3,2,1,1,3,1,2,3,NA,3,NA,NA,2,"",NA,"",""
508,"08/10/2022 17:32:00 (MST)","Post",80,NA,"Kellie Spencer","Columbus Community Center (9)","Utah","","","","","WBLE",0,3,2,2,1,3,1,2,2,NA,NA,3,NA,NA,NA,"",NA,"","No Help"
593,"05/11/2022 06:55:48 (MST)","Post",66.67,NA,"","Central Technology Center (Central Tech) (56)","Utah","general","","","","ISA",0,3,2,0,2,1,3,3,3,3,2,NA,2,NA,NA,"",NA,"","No Help"
2533,"05/12/2022 02:35:25 (MST)","Pre",66.67,NA,"Reston Godwin","Spectrum Academy (28)","Demo","","","","","JS",0,2,1,3,3,1,2,3,0,NA,1,NA,NA,NA,NA,"",NA,"","No Help"
1128,"12/13/2022 03:17:00 (MST)","Pre",43.33,-10,"Whitney Lambert","Central Technology Center (Central Tech) (56)","Utah","","","","","ILOM",0,3,2,2,3,2,2,0,3,2,NA,2,2,NA,0,"",NA,"","No Help"
2338,"01/08/2025 14:00:11 (MST)","Pre",30.95,NA,"","A2Demo (21)","Demo","specialized","","","sometimes","ISA",0,2,3,2,1,3,3,2,1,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
248,"07/10/2024 11:59:43 (MST)","Post",66.67,NA,"","OU Northeast (54)","Utah","","","","sometimes","ISA",0,2,1,2,2,0,3,1,2,2,3,1,NA,2,NA,"",NA,"","No Help"
593,"02/06/2023 12:25:44 (MST)","Pre",79.17,NA,"Utah NSSD","Spectrum Academy (28)","Montana","","sometimes","","","JOBEX",0,3,2,2,3,3,2,1,1,1,2,0,NA,NA,2,"",NA,"","With Help"
589,"08/31/2023 22:30:32 (MST)","Pre",76.67,NA,"Utah COP","Roads to Independence (26)","Utah","specialized","","sometimes","","WBLE",0,2,2,1,2,0,2,1,1,1,NA,NA,NA,NA,3,"1",1,"","No Help"
1254,"12/13/2024 15:55:56 (MST)","Pre",73.33,NA,"","Columbus Community Center (9)","Utah","","","rarely","","JOBEX",0,3,1,1,2,2,2,1,3,2,NA,NA,NA,NA,1,"2",NA,"","No Help"
1864,"07/12/2024 06:56:51 (MST)","Pre",18.52,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","WBLE",0,2,3,2,1,2,2,2,2,3,NA,NA,NA,NA,0,"",NA,"","No Help"
2012,"09/13/2022 07:02:08 (MST)","Pre",69.05,8.89,"Rachel Brown","Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,3,2,1,2,3,2,0,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1254,"02/02/2024 14:37:52 (MST)","Post",66.67,30,"","Turn Community Services (29)","Oklahoma","","","never","","ISA",0,0,2,0,3,3,0,2,2,1,3,2,2,NA,NA,"0",NA,"","No Help"
1819,"03/25/2024 11:20:49 (MST)","Post",38.1,6.06,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","JOBEX",0,3,3,2,2,1,1,1,2,2,NA,3,NA,NA,NA,"",NA,"","No Help"
2093,"05/28/2024 19:42:45 (MST)","Post",0,NA,"Amanda Willard","A2Demo (21)","Utah","","","","","CSS",0,3,2,2,3,3,1,2,3,0,1,NA,NA,NA,NA,"",NA,"","No Help"
722,"03/28/2022 03:19:42 (MST)","Pre",83.33,51.52,"","Darby K-12 School Dist. (158)","Utah","general","","","","FL",0,3,2,2,1,1,3,1,2,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
1501,"05/23/2022 09:40:05 (MST)","Post",54.76,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","sometimes","JOBEX",0,3,3,0,1,2,1,2,3,2,2,2,NA,NA,NA,"",NA,"","No Help"
2069,"01/10/2024 14:35:43 (MST)","Post",79.17,NA,"Daelynn Disque","Logistics Specialties Inc. (8)","Utah","","","","sometimes","CSS",0,0,1,3,2,1,1,3,2,1,2,3,NA,3,NA,"2",NA,"","No Help"
891,"09/23/2024 09:11:14 (MST)","Post",53.33,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,1,3,1,3,1,1,3,0,1,NA,NA,3,NA,NA,"1",NA,"","No Help"
508,"06/04/2024 09:35:26 (MST)","Pre",41.67,13.34,"Taylor  Liechty","Southern Utah University (27)","Utah","","","sometimes","sometimes","JOBEX",0,3,3,3,3,1,1,2,2,NA,3,3,NA,3,2,"",NA,"",""
1359,"10/05/2023 12:47:45 (MST)","Pre",50,14.82,"","Logistics Specialties Inc. (8)","Utah","","often","","","FL",0,3,2,3,1,2,1,3,2,2,3,NA,3,NA,NA,"",NA,"",""
641,"04/06/2023 10:38:01 (MST)","Pre",50,18.51,"","Utah Valley University (60)","Utah","","","","","JOBEX",0,2,1,2,3,0,2,1,3,NA,NA,NA,2,NA,3,"",NA,"","No Help"
687,"02/21/2022 04:07:08 (MST)","Post",100,NA,"Utah SPA","Roads to Independence (26)","Montana","","never","","","ISA",0,3,3,3,1,2,2,2,3,NA,2,2,2,NA,NA,"",1,"","No Help"
88,"10/09/2024 13:43:21 (MST)","Post",56.67,NA,"Michael Gullion","Logistics Specialties Inc. (8)","Utah","general","always","","often","JOBEX",1,2,0,0,2,3,2,3,2,2,2,NA,3,NA,NA,"",NA,"","No Help"
2141,"02/27/2024 12:21:43 (MST)","Post",40,NA,"Nate Cullimore","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,1,1,3,2,2,2,1,2,0,3,3,3,NA,NA,"",NA,"",""
311,"12/20/2024 10:16:48 (MST)","Post",56.67,NA,"Kellie Spencer","Roads to Independence (26)","Utah","specialized","","rarely","","ISA",0,2,2,2,2,2,1,0,2,NA,1,NA,NA,NA,NA,"",NA,"",""
1120,"10/25/2023 13:12:52 (MST)","Post",77.78,NA,"","Roads to Independence (26)","Utah","","","","sometimes","WBLE",0,3,1,2,0,1,2,3,2,1,0,1,2,3,1,"",NA,"","No Help"
860,"12/04/2024 13:01:52 (MST)","Post",62.22,77.78,"","Logistics Specialties Inc. (8)","Utah","","","","","WBLE",0,2,3,3,2,1,3,2,2,3,NA,NA,1,3,3,"",NA,"","With Help"
1625,"01/20/2023 09:10:16 (MST)","Pre",84.85,NA,"","Roads to Independence (26)","Utah","general","","","","ISA",0,3,1,1,1,3,3,1,2,3,NA,NA,3,3,NA,"",NA,"",""
2276,"08/31/2023 08:59:32 (MST)","Pre",77.78,NA,"Kerensa Funk","Logistics Specialties Inc. (8)","Utah","","","rarely","rarely","JOBEX",0,3,3,2,3,3,2,3,1,1,NA,2,NA,NA,NA,"",NA,"","No Help"
1855,"10/20/2023 11:08:35 (MST)","Post",77.78,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,3,2,2,1,3,1,3,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
585,"10/17/2022 21:37:00 (MST)","Pre",55.56,NA,"Rachel Brown","Columbus Community Center (9)","Montana","specialized","","sometimes","","WSS",0,3,3,2,1,1,2,1,1,NA,0,NA,NA,2,2,"",NA,"","With Help"
311,"04/23/2024 14:14:43 (MST)","Post",53.33,NA,"Utah SUU","Turn Community Services (29)","Utah","","never","","always","FL",0,3,3,2,2,3,2,3,NA,3,2,3,NA,NA,NA,"",NA,"","No Help"
1353,"08/16/2022 01:24:20 (MST)","Pre",42.22,16.67,"","Region 1 (271)","Utah","general","","","","CPSO",0,1,1,2,1,2,2,2,0,0,2,NA,NA,3,NA,"",NA,"","No Help"
2391,"09/06/2023 15:03:02 (MST)","Pre",36.67,NA,"","Turn Community Services (29)","Demo","","","","never","ISA",0,2,2,2,3,1,2,3,3,NA,NA,NA,NA,3,NA,"",NA,"","No Help"
860,"10/04/2024 06:50:22 (MST)","Pre",56.67,NA,"","University of Oklahoma (50)","Utah","","","","","QWEX",0,1,1,0,2,2,1,1,2,2,NA,1,NA,NA,NA,"",NA,"","With Help"
1333,"07/23/2024 08:07:46 (MST)","Post",47.62,NA,"Tracy Tilley","Turn Community Services (29)","Utah","specialized","","","","ISA",0,3,2,3,3,1,2,1,3,3,NA,3,NA,NA,NA,"",NA,"","No Help"
1501,"09/23/2022 04:17:55 (MST)","Post",96.3,51.11,"Nate Cullimore","Southern Utah University (27)","Utah","general","","rarely","","ISA",0,3,2,3,2,0,0,1,2,2,3,3,0,NA,NA,"",NA,"","No Help"
1625,"12/03/2021 07:49:03 (MST)","Pre",62.96,59.26,"Jenetta Woltjen","Logistics Specialties Inc. (8)","Utah","specialized","","rarely","always","WSS",0,2,1,0,0,2,3,3,0,2,3,0,1,NA,3,"",NA,"","No Help"
2390,"12/22/2022 08:48:52 (MST)","Pre",47.62,NA,"","Logistics Specialties Inc. (8)","Utah","","always","","","ILOM",0,3,1,1,2,2,2,3,2,3,2,NA,2,NA,0,"",NA,"",""
1026,"09/07/2022 09:24:48 (MST)","Post",80,-7.4,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","JS",1,1,2,3,3,3,3,2,3,3,NA,3,2,10,2,"",NA,"","No Help"
1210,"02/15/2024 11:31:20 (MST)","Pre",57.14,NA,"Kay Lister","Logistics Specialties Inc. (8)","Utah","specialized","","","","CSS",0,2,0,3,3,2,1,2,0,3,2,NA,NA,NA,NA,"",NA,"","No Help"
2397,"05/11/2022 03:50:01 (MST)","Post",93.33,NA,"Wendy Malstrom","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,3,1,1,3,3,2,3,2,1,3,NA,3,2,"",1,"","No Help"
505,"01/09/2023 12:24:29 (MST)","Pre",56.67,NA,"","Turn Community Services (29)","Wyoming","","","sometimes","","FL",0,2,0,1,3,2,3,3,3,3,1,NA,NA,NA,1,"2",NA,"","With Help"
90,"08/08/2024 10:43:33 (MST)","Post",92.86,NA,"Utah NSSD","Roads to Independence (26)","Utah","","always","","rarely","WSS",0,2,0,3,1,1,2,2,3,2,NA,3,NA,NA,NA,"",NA,"",""
2121,"07/05/2024 08:34:46 (MST)","Pre",85.71,NA,"","Columbus Community Center (9)","Utah","","","","","CPSO",0,2,1,1,2,2,1,2,2,1,NA,0,NA,3,NA,"",NA,"","No Help"
2203,"12/18/2024 09:28:34 (MST)","Pre",91.67,NA,"","Adams 12 (98)","Utah","specialized","","","","JS",0,2,1,3,3,2,3,0,1,2,1,0,NA,NA,1,"",NA,"","No Help"
248,"04/22/2024 09:55:20 (MST)","Pre",86.67,12.12,"","Yellowstone Academy (214)","Utah","","never","","","ISA",0,0,2,0,1,1,2,2,3,NA,3,NA,NA,NA,NA,"$ 10.00",NA,"","No Help"
593,"05/11/2022 20:54:00 (MST)","Pre",33.33,NA,"","Logistics Specialties Inc. (8)","Utah","","often","","","CPSO",0,1,3,3,3,2,1,1,1,2,3,NA,NA,NA,NA,"",NA,"","No Help"
2147,"12/04/2024 09:42:58 (MST)","Pre",33.33,25.93,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","WSS",0,2,2,1,3,2,3,2,2,2,3,NA,1,NA,2,"1",NA,"","No Help"
1960,"09/11/2024 14:20:41 (MST)","Pre",73.33,3.71,"","Turn Community Services (29)","Utah","","often","","","ILOM",0,1,3,1,3,2,0,1,1,1,3,0,NA,NA,NA,"",NA,"","No Help"
826,"05/23/2022 03:48:02 (MST)","Post",61.9,14.29,"","Turn Community Services (29)","Utah","","","","","WSS",0,3,3,2,2,3,3,1,2,2,NA,NA,3,NA,NA,"",NA,"","No Help"
521,"10/24/2023 13:54:56 (MST)","Post",71.43,0,"","Logistics Specialties Inc. (8)","Utah","","sometimes","","sometimes","CSS",0,1,2,1,2,1,2,0,2,3,NA,1,2,3,NA,"",NA,"","No Help"
1441,"06/11/2024 17:30:39 (MST)","Post",45.83,14.29,"","Spectrum Academy (28)","Utah","","","","","CPSO",0,2,3,1,1,3,2,3,3,2,2,1,NA,NA,NA,"",NA,"",""
2352,"02/06/2023 12:23:11 (MST)","Pre",66.67,57.58,"Jennica Hammond","Logistics Specialties Inc. (8)","Utah","","sometimes","","","ILOM",0,3,1,2,1,1,1,3,3,3,3,NA,3,5,1,"3",NA,"","No Help"
1820,"05/23/2022 03:51:47 (MST)","Pre",95.24,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","always","CPSO",0,2,2,1,0,3,3,2,2,3,NA,2,NA,NA,2,"",NA,"","No Help"
236,"05/26/2022 05:19:16 (MST)","Post",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","WSS",0,2,1,1,1,2,2,3,2,1,0,NA,2,NA,NA,"",NA,"","No Help"
1231,"12/19/2023 12:17:44 (MST)","Pre",81.48,14.81,"","Logistics Specialties Inc. (8)","Utah","general","sometimes","","","JS",0,1,1,2,3,2,1,1,3,0,1,NA,NA,NA,NA,"",1,"","No Help"
2388,"12/19/2024 09:51:59 (MST)","Pre",93.33,NA,"Demo Agency2","Logistics Specialties Inc. (8)","Utah","","always","rarely","sometimes","JS",0,3,2,0,3,2,3,3,NA,NA,3,NA,NA,NA,NA,"",NA,"","With Help"
2388,"06/24/2024 12:08:15 (MST)","Pre",37.5,12.5,"","Region 1 (271)","Utah","","","","","FL",0,3,0,2,3,3,2,1,0,1,3,2,NA,3,NA,"",NA,"","No Help"
1128,"05/12/2023 08:05:17 (MST)","Pre",52.38,6.06,"Amanda Willard","North Sanpete School District (24)","Utah","specialized","","","","JS",0,3,1,3,2,0,1,3,1,1,1,NA,NA,NA,2,"",NA,"","No Help"
496,"04/09/2024 08:28:37 (MST)","Pre",66.67,14.82,"","Logistics Specialties Inc. (8)","Utah","specialized","never","","","JS",0,3,3,3,2,2,2,1,2,2,3,NA,1,NA,NA,"",NA,"","With Help"
2439,"03/02/2022 06:58:21 (MST)","Post",74.07,6.67,"Kay Lister","Logistics Specialties Inc. (8)","Utah","","","","","JS",1,3,2,1,3,2,3,3,2,3,1,NA,NA,NA,0,"",NA,"","No Help"
166,"10/28/2022 02:20:00 (MST)","Post",84.44,NA,"Amanda Willard","Southern Utah University (27)","Utah","","","","always","JS",0,1,3,3,2,1,1,3,3,NA,2,NA,NA,2,NA,"",NA,"","No Help"
2379,"02/05/2023 20:21:06 (MST)","Pre",96.3,NA,"","Columbus Community Center (9)","Utah","","","","","WBLE",0,2,3,3,3,2,3,3,3,2,1,NA,3,NA,NA,"2",NA,"","No Help"
2073,"09/21/2023 10:17:24 (MST)","Pre",22.22,NA,"","Roads to Independence (26)","Utah","","","","often","ISA",0,3,3,2,2,3,3,3,1,0,3,NA,1,3,NA,"",NA,"","No Help"
687,"08/08/2024 09:07:25 (MST)","Post",44.44,NA,"","Columbus Community Center (9)","Utah","","","","often","ISA",0,3,1,2,3,2,2,2,1,2,2,NA,NA,NA,NA,"",NA,"","No Help"
2129,"07/07/2023 07:49:53 (MST)","Post",40,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","always","ISA",0,3,3,0,1,2,3,1,1,NA,3,NA,NA,2,NA,"",NA,"","No Help"
2141,"08/23/2024 17:01:11 (MST)","Pre",7.41,NA,"","Turn Community Services (29)","Utah","","","","","FL",0,3,3,3,2,1,2,3,3,2,NA,3,3,NA,NA,"",NA,"","With Help"
90,"03/25/2022 02:28:50 (MST)","Pre",100,NA,"","Turn Community Services (29)","Utah","","sometimes","","always","CSS",0,2,3,1,3,2,1,1,2,3,NA,NA,NA,NA,2,"",NA,"","No Help"
508,"02/05/2024 13:00:38 (MST)","Pre",80.95,2.22,"Jan Witt","Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,3,1,3,2,2,2,1,1,1,0,NA,NA,NA,3,"",NA,"","No Help"
593,"01/22/2025 15:02:30 (MST)","Pre",73.33,NA,"","Logistics Specialties Inc. (8)","Utah","","often","","","JS",0,3,3,3,3,3,2,2,2,3,2,NA,NA,NA,NA,"",NA,"","With Help"
641,"06/08/2023 21:29:14 (MST)","Post",78.57,NA,"Utah NSSD","Logistics Specialties Inc. (8)","Utah","","","sometimes","","FL",0,3,0,1,3,3,2,2,2,NA,NA,NA,2,NA,1,"$ 12.00",NA,"","With Help"
2093,"05/13/2024 09:11:58 (MST)","Pre",80,7.41,"","Roads to Independence (26)","Utah","general","","","always","JS",0,1,2,2,1,3,3,1,1,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
398,"01/24/2023 11:25:08 (MST)","Pre",44.44,NA,"Kyle McDonald","Spectrum Academy (28)","Utah","","","","","ISA",0,3,0,2,1,3,2,2,3,3,3,NA,NA,NA,NA,"",NA,"","No Help"
6,"05/30/2023 15:38:17 (MST)","Post",58.33,2.22,"Demo Agency2","Logistics Specialties Inc. (8)","Utah","general","always","","","FL",0,2,1,3,2,2,2,2,1,2,3,NA,1,NA,NA,"",NA,"","No Help"
2403,"06/02/2024 19:18:10 (MST)","Post",33.33,NA,"Taylor  Liechty","Turn Community Services (29)","Utah","","","","sometimes","CSS",0,2,1,2,1,2,1,3,3,3,NA,NA,NA,NA,3,"",NA,"","With Help"
1518,"11/29/2023 14:46:26 (MST)","Pre",59.26,NA,"Spencer Hansen","Logistics Specialties Inc. (8)","Utah","general","","","always","JOBEX",0,0,3,3,2,2,2,2,1,3,1,NA,NA,NA,NA,"",NA,"","No Help"
496,"11/01/2023 12:06:00 (MST)","Pre",62.22,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,3,1,3,2,3,3,2,1,NA,3,NA,1,1,NA,"",NA,"","No Help"
2388,"09/28/2022 04:55:10 (MST)","Post",57.14,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","sometimes","ISA",0,1,1,2,3,1,0,1,2,2,3,2,NA,NA,NA,"",NA,"","With Help"
1458,"05/23/2022 05:56:07 (MST)","Pre",25.93,27.27,"Abigail Yang","Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,3,3,1,3,2,2,2,2,2,2,NA,NA,NA,NA,"",1,"","No Help"
722,"05/22/2022 21:50:00 (MST)","Post",66.67,NA,"","Columbus Community Center (9)","Oklahoma","","","rarely","","ILOM",0,1,2,3,2,1,3,3,2,2,0,NA,NA,NA,2,"1",NA,"","No Help"
1225,"05/11/2022 03:41:59 (MST)","Pre",75.56,NA,"","Turn Community Services (29)","Utah","","always","rarely","sometimes","JS",0,2,1,3,3,2,2,0,2,NA,3,3,3,2,2,"2",NA,"","No Help"
2073,"12/12/2023 13:56:09 (MST)","Pre",53.33,NA,"","Turn Community Services (29)","Utah","","sometimes","","","ISA",0,3,1,2,2,2,2,2,1,2,2,3,NA,1,NA,"3",NA,"","No Help"
1775,"06/12/2023 12:13:52 (MST)","Post",95.24,NA,"","Roads to Independence (26)","Utah","general","","","","ISA",0,1,3,3,1,2,1,1,1,3,NA,NA,2,2,NA,"",NA,"","No Help"
871,"06/19/2024 10:04:33 (MST)","Pre",77.78,4.76,"","Columbus Community Center (9)","Utah","","","","","CPSO",0,1,2,2,0,1,0,3,1,2,NA,NA,NA,NA,3,"",NA,"","No Help"
384,"07/12/2023 08:18:15 (MST)","Post",84.85,NA,"","Roads to Independence (26)","Utah","","rarely","","","ILOM",0,3,2,3,2,3,1,1,2,2,1,NA,NA,10,NA,"",NA,"","No Help"
687,"08/30/2023 23:40:10 (MST)","Pre",62.5,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","JOBEX",0,2,3,2,3,1,1,2,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
2113,"10/08/2024 16:46:36 (MST)","Pre",84.44,NA,"","Turn Community Services (29)","Utah","specialized","","","","WBLE",0,2,2,2,2,3,3,1,2,1,NA,3,NA,NA,NA,"",NA,"",""
593,"11/05/2024 10:00:07 (MST)","Post",100,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","","sometimes","JOBEX",0,3,2,3,2,0,2,2,1,NA,NA,NA,3,1,NA,"2",NA,"","No Help"
2305,"09/13/2023 15:08:37 (MST)","Pre",73.33,NA,"","Logistics Specialties Inc. (8)","Utah","","","","often","WSS",0,1,1,1,0,1,2,1,3,1,2,NA,3,NA,0,"0",NA,"","No Help"
2129,"02/15/2024 11:29:47 (MST)","Pre",100,4.17,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","WBLE",0,2,2,3,3,3,1,1,2,2,2,NA,NA,2,NA,"",NA,"",""
175,"08/20/2024 16:15:50 (MST)","Pre",75,NA,"","North Sanpete School District (24)","Oklahoma","","","sometimes","","ISA",0,1,2,2,1,2,1,1,1,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1528,"11/19/2024 18:06:20 (MST)","Pre",0,NA,"","OU Northeast (54)","Utah","","","","always","ILOM",0,3,2,2,3,3,3,2,2,1,1,NA,NA,NA,NA,"",NA,"","No Help"
1960,"01/31/2023 19:48:33 (MST)","Pre",58.33,NA,"Courtney  Bennett","Region 1 (271)","Utah","","","","","CPSO",0,1,1,3,0,2,1,1,2,NA,2,NA,3,NA,2,"",NA,"",""
376,"12/16/2024 16:22:01 (MST)","Post",58.33,NA,"","Logistics Specialties Inc. (8)","Utah","","","","sometimes","JS",0,3,2,2,2,2,3,2,2,1,0,NA,NA,NA,NA,"",NA,"","No Help"
187,"03/04/2024 14:06:28 (MST)","Post",33.33,NA,"Kellie Spencer","Turn Community Services (29)","Utah","","sometimes","","","ILOM",0,3,3,3,2,3,2,3,2,3,2,NA,3,2,NA,"",NA,"","No Help"
340,"09/13/2023 14:51:19 (MST)","Post",39.39,NA,"","University of Oklahoma (50)","Utah","","often","","sometimes","CSS",0,2,3,2,2,2,2,2,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1333,"12/16/2022 02:41:30 (MST)","Post",62.96,NA,"","Columbus Community Center (9)","Utah","","","","","ISA",0,3,2,2,1,2,0,2,3,3,0,NA,NA,2,2,"",1,"","No Help"
2109,"04/27/2022 04:12:39 (MST)","Post",44.44,NA,"","North Sanpete School District (24)","Utah","general","","","always","FL",0,3,3,3,2,0,2,3,1,3,NA,NA,NA,NA,NA,"1",NA,"","No Help"
2227,"09/08/2022 05:49:18 (MST)","Pre",54.76,14.29,"Utah RTI","Southern Utah University (27)","Montana","general","","","always","CPSO",0,2,3,3,2,3,2,2,2,3,NA,NA,3,NA,NA,"",NA,"","No Help"
2264,"04/19/2023 13:20:24 (MST)","Post",64.44,-4.16,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,3,1,3,0,3,3,1,2,3,NA,NA,NA,NA,"",NA,"","No Help"
406,"06/21/2024 05:35:24 (MST)","Post",90,NA,"","Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","","sometimes","","ISA",0,1,3,3,2,2,3,2,3,3,NA,2,NA,NA,NA,"",NA,"","No Help"
2387,"07/24/2024 09:26:53 (MST)","Pre",69.05,NA,"","Spectrum Academy (28)","Utah","","often","rarely","rarely","ILOM",0,2,2,1,3,3,1,1,1,1,NA,NA,3,2,3,"",NA,"","No Help"
602,"12/13/2024 08:38:29 (MST)","Pre",95.83,NA,"","Turn Community Services (29)","Utah","","often","","","WBLE",0,3,2,1,2,2,1,1,2,NA,NA,1,1,NA,NA,"",NA,"","No Help"
2121,"12/04/2024 13:03:43 (MST)","Pre",25.93,NA,"Alisha Anderson","Logistics Specialties Inc. (8)","Montana","","sometimes","","sometimes","CSS",0,2,3,1,1,2,1,3,2,2,3,NA,3,2,3,"",NA,"",""
2264,"11/15/2024 13:53:28 (MST)","Post",86.67,NA,"","Roads to Independence (26)","Utah","general","often","","sometimes","ILOM",0,3,3,1,3,3,3,3,2,1,NA,3,NA,2,3,"",NA,"","No Help"
2557,"01/05/2022 05:01:45 (MST)","Post",80,NA,"","Region 4 (274)","Utah","general","sometimes","","","WBLE",0,1,1,3,3,1,3,2,3,0,2,0,NA,NA,NA,"",NA,"","No Help"
1239,"06/28/2022 00:13:00 (MST)","Post",59.26,29.63,"","Logistics Specialties Inc. (8)","Utah","","","","often","CSS",0,2,2,3,3,1,2,0,3,1,NA,NA,NA,NA,NA,"",NA,"",""
311,"06/23/2022 02:07:17 (MST)","Post",90.48,38.1,"","Central Technology Center (Central Tech) (56)","Utah","","","","sometimes","JOBEX",0,2,3,2,3,1,2,3,3,0,3,1,2,NA,NA,"",NA,"","No Help"
1844,"03/08/2023 23:47:56 (MST)","Post",56.67,-9.52,"Demo Agency2","Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,3,3,3,2,1,2,0,1,NA,NA,NA,3,NA,NA,"",NA,"","No Help"
1669,"05/28/2024 15:20:12 (MST)","Pre",22.22,NA,"Alisha Anderson","Roads to Independence (26)","Utah","","often","never","","JOBEX",0,3,0,1,2,2,1,3,3,2,NA,3,NA,3,NA,"$ 15.00",NA,"","No Help"
2361,"05/26/2022 05:02:49 (MST)","Post",60.61,30,"","Turn Community Services (29)","Utah","general","","","","ILOM",0,2,1,1,1,1,2,3,2,1,1,NA,NA,NA,NA,"",NA,"","No Help"
1556,"06/24/2024 11:22:53 (MST)","Post",91.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,1,0,3,3,0,1,1,NA,NA,NA,NA,10,NA,"",NA,"","No Help"
687,"03/07/2024 14:13:01 (MST)","Pre",61.9,-2.38,"","Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,2,1,3,2,3,2,3,3,NA,NA,NA,NA,3,"",NA,"","No Help"
411,"06/12/2024 14:41:26 (MST)","Pre",37.04,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,3,3,3,2,1,1,2,3,3,NA,NA,NA,NA,"",NA,"","No Help"
2218,"07/02/2024 16:00:53 (MST)","Pre",92.59,30,"Nate Cullimore","Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,3,2,0,3,2,3,2,1,2,0,2,3,NA,NA,"",NA,"","No Help"
2388,"06/12/2023 12:38:34 (MST)","Pre",78.57,NA,"","Columbus Community Center (9)","Utah","","often","","always","ILOM",0,2,3,0,1,1,2,2,3,0,NA,NA,0,NA,1,"",NA,"","With Help"
1744,"02/01/2022 06:24:52 (MST)","Pre",76.67,NA,"Utah TURN","North Sanpete School District (24)","Utah","","often","","","ISA",0,3,1,1,3,3,2,0,2,2,3,NA,1,NA,NA,"",NA,"","No Help"
2354,"07/26/2023 09:01:53 (MST)","Post",44.44,NA,"","Central Technology Center (Central Tech) (56)","Utah","","often","","","ISA",0,3,2,1,1,3,1,3,3,1,NA,NA,NA,3,NA,"",NA,"","No Help"
69,"03/27/2024 05:30:05 (MST)","Pre",79.17,NA,"Rachel Brown","Roads to Independence (26)","Utah","general","","","","ISA",0,1,3,1,3,0,1,3,1,NA,2,NA,NA,3,0,"",NA,"","No Help"
